target_id,pref_name,organism,target_type_id,n_compounds
CHEMBL4834,Cytosolic phospholipase A2 gamma,Homo sapiens,SINGLE PROTEIN,5
CHEMBL4835,L-lactate dehydrogenase A chain,Homo sapiens,SINGLE PROTEIN,35
CHEMBL4837,Adhesin protein fimH,Escherichia coli K-12,SINGLE PROTEIN,48
CHEMBL4838,Sodium/potassium-transporting ATPase alpha-1 chain,Canis lupus familiaris,SINGLE PROTEIN,31
CHEMBL4840,Beta-lactamase type II,Bacteroides fragilis,SINGLE PROTEIN,55
CHEMBL4843,C-X3-C chemokine receptor 1,Homo sapiens,SINGLE PROTEIN,51
CHEMBL4844,"Beta-1,3-glucan synthase",Candida albicans,SINGLE PROTEIN,44
CHEMBL4845,Urotensin II receptor,Macaca mulatta,SINGLE PROTEIN,1
CHEMBL4846,Nck adaptor protein 1,Homo sapiens,SINGLE PROTEIN,1
CHEMBL4847,Bile acid transporter,Rattus norvegicus,SINGLE PROTEIN,10
CHEMBL4848,Eukaryotic translation initation factor,Homo sapiens,SINGLE PROTEIN,35
CHEMBL4849,Serine/threonine-protein kinase NEK7,Homo sapiens,SINGLE PROTEIN,81
CHEMBL4850,Receptor-type tyrosine-protein phosphatase epsilon,Homo sapiens,SINGLE PROTEIN,17
CHEMBL4851,Serine/threonine-protein kinase 38-like,Homo sapiens,SINGLE PROTEIN,80
CHEMBL4852,Mitogen-activated protein kinase kinase kinase kinase 5,Homo sapiens,SINGLE PROTEIN,733
CHEMBL4853,Mitogen-activated protein kinase kinase kinase 4,Homo sapiens,SINGLE PROTEIN,80
CHEMBL4855,Ketopantoate reductase,Escherichia coli K-12,SINGLE PROTEIN,5
CHEMBL4856,Enterobactin synthetase component E,Escherichia coli K-12,SINGLE PROTEIN,3
CHEMBL4857,Methionine aminopeptidase,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),SINGLE PROTEIN,1
CHEMBL4858,Orotidine phosphate decarboxylase,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,4
CHEMBL4859,DNA polymerase,Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3),SINGLE PROTEIN,7
CHEMBL4860,Apoptosis regulator Bcl-2,Homo sapiens,SINGLE PROTEIN,514
CHEMBL4861,Subtilisin/kexin type 4,Homo sapiens,SINGLE PROTEIN,6
CHEMBL4863,Kallikrein 13,Homo sapiens,SINGLE PROTEIN,1
CHEMBL4867,Purinergic receptor P2Y11,Homo sapiens,SINGLE PROTEIN,30
CHEMBL4869,Prion protein,Homo sapiens,SINGLE PROTEIN,10
CHEMBL4872,Voltage-gated potassium channel beta subunit Mink,Homo sapiens,SINGLE PROTEIN,4
CHEMBL4873,Chymotrypsin-like protease CTRL-1,Homo sapiens,SINGLE PROTEIN,5
CHEMBL4875,Adenylosuccinate synthetase 2,Homo sapiens,SINGLE PROTEIN,3
CHEMBL4877,Neuropeptide Y receptor type 4,Homo sapiens,SINGLE PROTEIN,62
CHEMBL4878,Cytochrome P450 1B1,Homo sapiens,SINGLE PROTEIN,71
CHEMBL4879,Fatty acid binding protein intestinal,Homo sapiens,SINGLE PROTEIN,11
CHEMBL4880,Triosephosphate isomerase,Homo sapiens,SINGLE PROTEIN,3
CHEMBL4883,Urokinase plasminogen activator surface receptor,Homo sapiens,SINGLE PROTEIN,34
CHEMBL4884,Caspase-2,Homo sapiens,SINGLE PROTEIN,64
CHEMBL4885,cAMP-dependent protein kinase alpha-catalytic subunit,Oryctolagus cuniculus,SINGLE PROTEIN,5
CHEMBL4886,Aryl sulfotransferase,Rattus norvegicus,SINGLE PROTEIN,44
CHEMBL4889,GABA transporter 2,Rattus norvegicus,SINGLE PROTEIN,14
CHEMBL4892,Alpha-1a adrenergic receptor,Bos taurus,SINGLE PROTEIN,235
CHEMBL4893,Hepatitis C virus NS3 protease/helicase,Hepatitis C virus,SINGLE PROTEIN,665
CHEMBL4894,Galanin receptor 1,Homo sapiens,SINGLE PROTEIN,66
CHEMBL4895,Tyrosine-protein kinase receptor UFO,Homo sapiens,SINGLE PROTEIN,625
CHEMBL4896,PDZ-binding kinase,Homo sapiens,SINGLE PROTEIN,581
CHEMBL4897,Serine/threonine-protein kinase PLK3,Homo sapiens,SINGLE PROTEIN,906
CHEMBL4898,Neurotrophic tyrosine kinase receptor type 2,Homo sapiens,SINGLE PROTEIN,998
CHEMBL4899,Mitogen-activated protein kinase kinase kinase 8,Homo sapiens,SINGLE PROTEIN,266
CHEMBL4900,Serine/threonine-protein kinase D2,Homo sapiens,SINGLE PROTEIN,804
CHEMBL4901,Ephrin type-B receptor 3,Homo sapiens,SINGLE PROTEIN,122
CHEMBL4902,Topoiomerase 1B,Molluscum contagiosum virus subtype 1,SINGLE PROTEIN,2
CHEMBL4903,Low molecular weight phosphotyrosine protein phosphatase,Homo sapiens,SINGLE PROTEIN,350
CHEMBL4904,Proteasome component C5,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,9
CHEMBL4905,Receptor-type tyrosine-protein phosphatase gamma,Homo sapiens,SINGLE PROTEIN,21
CHEMBL4906,Sodium channel protein type I alpha subunit,Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL4907,cGMP-gated cation channel alpha 1,Bos taurus,SINGLE PROTEIN,4
CHEMBL4908,Trace amine-associated receptor 1,Mus musculus,SINGLE PROTEIN,123
CHEMBL4909,Prostanoid EP2 receptor,Rattus norvegicus,SINGLE PROTEIN,77
CHEMBL4910,DNA polymerase III polC-type,Staphylococcus aureus,SINGLE PROTEIN,16
CHEMBL4912,Fructose-bisphosphate aldolase class 2,Escherichia coli K-12,SINGLE PROTEIN,2
CHEMBL4913,3-oxoacyl-[acyl-carrier-protein] synthase 1,Escherichia coli K-12,SINGLE PROTEIN,4
CHEMBL4914,3-oxoacyl-[acyl-carrier-protein] synthase 3,Escherichia coli K-12,SINGLE PROTEIN,2
CHEMBL4915,Galectin-1,Homo sapiens,SINGLE PROTEIN,19
CHEMBL4916,"Fructose-bisphosphate aldoloase,  glycosomal",Trypanosoma brucei brucei,SINGLE PROTEIN,8
CHEMBL4917,Complement C3,Homo sapiens,SINGLE PROTEIN,34
CHEMBL4918,Influenza A virus Hemagglutinin,Influenza A virus (strain A/X-31 H3N2),SINGLE PROTEIN,2
CHEMBL4919,Histone deacetylase HD2,Zea mays,SINGLE PROTEIN,133
CHEMBL4921,Urotensin II receptor,Rattus norvegicus,SINGLE PROTEIN,125
CHEMBL4924,Ribosomal protein S6 kinase alpha 6,Homo sapiens,SINGLE PROTEIN,81
CHEMBL4931,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Homo sapiens,SINGLE PROTEIN,57
CHEMBL4932,Testis-specific androgen-binding protein,Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL4934,Spermine synthase,Homo sapiens,SINGLE PROTEIN,2
CHEMBL4935,Prolyl endopeptidase,Mus musculus,SINGLE PROTEIN,7
CHEMBL4937,Casein kinase I epsilon,Homo sapiens,SINGLE PROTEIN,101
CHEMBL4940,L-lactate dehydrogenase B chain,Homo sapiens,SINGLE PROTEIN,12
CHEMBL4941,S-methyl-5-thioadenosine phosphorylase,Homo sapiens,SINGLE PROTEIN,101
CHEMBL4942,P2X purinoceptor 5,Homo sapiens,SINGLE PROTEIN,5
CHEMBL4943,Kallikrein 12,Homo sapiens,SINGLE PROTEIN,1
CHEMBL4944,Matrix metalloproteinase 13,Rattus norvegicus,SINGLE PROTEIN,13
CHEMBL4945,Cellular retinoic acid-binding protein I,Gallus gallus,SINGLE PROTEIN,11
CHEMBL4948,Dual specificity mitogen-activated protein kinase kinase 5,Homo sapiens,SINGLE PROTEIN,78
CHEMBL4951,Beta-lactamase OXA-1,Escherichia coli,SINGLE PROTEIN,9
CHEMBL4953,Replication protein E1,Human papillomavirus type 11,SINGLE PROTEIN,51
CHEMBL4954,Ephrin type-A receptor 3,Homo sapiens,SINGLE PROTEIN,102
CHEMBL4955,Tryptase gamma,Homo sapiens,SINGLE PROTEIN,11
CHEMBL4956,GABA receptor alpha-2 subunit,Homo sapiens,SINGLE PROTEIN,64
CHEMBL4958,Dynamin-1,Homo sapiens,SINGLE PROTEIN,173
CHEMBL4959,Gastrin releasing peptide receptor,Homo sapiens,SINGLE PROTEIN,62
CHEMBL4963,Peptidyl-glycine alpha-amidating monooxygenase,Rattus norvegicus,SINGLE PROTEIN,32
CHEMBL4965,7-dehydrocholesterol reductase,Rattus norvegicus,SINGLE PROTEIN,6
CHEMBL4966,Sodium channel protein type III alpha subunit,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL4967,NF-kappa-B essential modulator,Homo sapiens,SINGLE PROTEIN,1
CHEMBL4968,Beta-ketoacyl-ACP-synthase III,Plasmodium falciparum,SINGLE PROTEIN,10
CHEMBL4970,Cytochrome P450 11B1,Rattus norvegicus,SINGLE PROTEIN,18
CHEMBL4971,Cytochrome P450 2C11,Rattus norvegicus,SINGLE PROTEIN,4
CHEMBL4972,Serotonin 3a (5-HT3a) receptor,Mus musculus,SINGLE PROTEIN,41
CHEMBL4973,Excitatory amino acid transporter 2,Homo sapiens,SINGLE PROTEIN,80
CHEMBL4974,HPr kinase,Bacillus subtilis (strain 168),SINGLE PROTEIN,5
CHEMBL4975,Adenosine A1 receptor,Bos taurus,SINGLE PROTEIN,636
CHEMBL4976,Peptide deformylase,Escherichia coli K-12,SINGLE PROTEIN,1
CHEMBL4977,Proto-oncogene c-JUN,Homo sapiens,SINGLE PROTEIN,101
CHEMBL4978,UDP-glucuronosyltransferase 2B17,Homo sapiens,SINGLE PROTEIN,3
CHEMBL4979,Sodium/glucose cotransporter 1,Homo sapiens,SINGLE PROTEIN,317
CHEMBL4980,Neuronal acetylcholine receptor protein alpha-7 subunit,Rattus norvegicus,SINGLE PROTEIN,1045
CHEMBL4981,Cytochrome P450 51,Rattus norvegicus,SINGLE PROTEIN,11
CHEMBL4983,Transketolase,Homo sapiens,SINGLE PROTEIN,63
CHEMBL4989,Guanylate kinase,Homo sapiens,SINGLE PROTEIN,5
CHEMBL4990,MAP kinase-activated protein kinase 2,Mus musculus,SINGLE PROTEIN,1
CHEMBL4992,Protein kinase C eta,Mus musculus,SINGLE PROTEIN,4
CHEMBL4994,Pyruvate kinase isozymes M1/M2,Rattus norvegicus,SINGLE PROTEIN,10
CHEMBL4998,Integrin alpha-2,Homo sapiens,SINGLE PROTEIN,3
CHEMBL4999,Aldo-keto reductase family 1 member C4,Homo sapiens,SINGLE PROTEIN,119
CHEMBL5000,Prostanoid FP receptor,Mus musculus,SINGLE PROTEIN,33
CHEMBL5001,Gastric inhibitory polypeptide receptor,Rattus norvegicus,SINGLE PROTEIN,4
CHEMBL5002,Nuclear receptor subfamily 4 group A member 2,Homo sapiens,SINGLE PROTEIN,12
CHEMBL5004,Type-2 restriction enzyme HindIII,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),SINGLE PROTEIN,2
CHEMBL5007,Zinc finger protein GLI1,Mus musculus,SINGLE PROTEIN,35
CHEMBL5008,Galectin-7,Homo sapiens,SINGLE PROTEIN,20
CHEMBL5009,Sphingosine-1-phosphate lyase 1,Mus musculus,SINGLE PROTEIN,1
CHEMBL5010,Monoacylglycerol lipase ABHD6,Mus musculus,SINGLE PROTEIN,35
CHEMBL5011,Transient receptor potential cation channel subfamily M member 8,Rattus norvegicus,SINGLE PROTEIN,111
CHEMBL5012,Beta-lactamase,Klebsiella oxytoca,SINGLE PROTEIN,6
CHEMBL5014,Serine/threonine-protein kinase RIPK2,Homo sapiens,SINGLE PROTEIN,89
CHEMBL5015,Ghrelin receptor,Ovis aries,SINGLE PROTEIN,38
CHEMBL5016,Phospholipase A2 group 1B,Rattus norvegicus,SINGLE PROTEIN,16
CHEMBL5017,Serotonin 4 (5-HT4) receptor,Cavia porcellus,SINGLE PROTEIN,273
CHEMBL5020,"Amine oxidase, copper containing",Pichia angusta,SINGLE PROTEIN,3
CHEMBL5021,CDK-interacting protein 1,Homo sapiens,SINGLE PROTEIN,28
CHEMBL5022,Phospholipase A2 isozyme PLA-A,Trimeresurus flavoviridis,SINGLE PROTEIN,6
CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,430
CHEMBL5024,Serine-protein kinase ATR,Homo sapiens,SINGLE PROTEIN,108
CHEMBL5025,Tyrosine-protein kinase TEC,Mus musculus,SINGLE PROTEIN,7
CHEMBL5026,Serine/threonine-protein kinase EEF2K,Homo sapiens,SINGLE PROTEIN,445
CHEMBL5027,Flap endonuclease 1,Homo sapiens,SINGLE PROTEIN,61
CHEMBL5028,ADAM10,Homo sapiens,SINGLE PROTEIN,138
CHEMBL5030,ADAM12,Homo sapiens,SINGLE PROTEIN,5
CHEMBL5031,Beta-lactamase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),SINGLE PROTEIN,80
CHEMBL5032,Dopamine transporter,Macaca fascicularis,SINGLE PROTEIN,14
CHEMBL5033,5-enolpyruvylshikimate-3-phosphate synthase,Escherichia coli K-12,SINGLE PROTEIN,35
CHEMBL5035,Heme oxygenase 1,Rattus norvegicus,SINGLE PROTEIN,67
CHEMBL5036,cGMP-dependent protein kinase,Eimeria tenella,SINGLE PROTEIN,257
CHEMBL5037,Caspase-10,Homo sapiens,SINGLE PROTEIN,8
CHEMBL5038,Melanin-concentrating hormone receptor 2,Homo sapiens,SINGLE PROTEIN,156
CHEMBL5039,Phenylalanyl-tRNA synthetase alpha chain,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),SINGLE PROTEIN,3
CHEMBL5040,Carboxypeptidase G2,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),SINGLE PROTEIN,33
CHEMBL5041,Beta-lactamase TEM-125,Escherichia coli,SINGLE PROTEIN,2
CHEMBL5042,Carbapenem-hydrolizing beta-lactamase SFC-1,Serratia fonticola,SINGLE PROTEIN,12
CHEMBL5044,Serine/threonine-protein kinase Nek5,Homo sapiens,SINGLE PROTEIN,79
CHEMBL5047,Serine/threonine-protein kinase ULK3,Homo sapiens,SINGLE PROTEIN,74
CHEMBL5048,Neutral cholesterol ester hydrolase 1,Homo sapiens,SINGLE PROTEIN,125
CHEMBL5049,Ectonucleoside triphosphate diphosphohydrolase 2,Homo sapiens,SINGLE PROTEIN,3
CHEMBL5050,Matrix metalloproteinase-24,Homo sapiens,SINGLE PROTEIN,2
CHEMBL5052,Serine/threonine-protein kinase MRCK beta,Homo sapiens,SINGLE PROTEIN,80
CHEMBL5061,Glutathione reductase,Plasmodium falciparum 3D7,SINGLE PROTEIN,9
CHEMBL5062,Coagulation factor X,Oryctolagus cuniculus,SINGLE PROTEIN,60
CHEMBL5063,Hexokinase type II,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL5066,Asialoglycoprotein receptor 1,Mus musculus,SINGLE PROTEIN,3
CHEMBL5067,Dopamine D1 receptor,Sus scrofa,SINGLE PROTEIN,240
CHEMBL5068,Prostanoid EP1 receptor,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL5069,Hypoxanthine-guanine phosphoribosyltransferase,Trypanosoma brucei brucei,SINGLE PROTEIN,2
CHEMBL5070,Beta-ketoacyl-ACP synthase III,Enterococcus faecalis (strain ATCC 700802 / V583),SINGLE PROTEIN,47
CHEMBL5071,G protein-coupled receptor 44,Homo sapiens,SINGLE PROTEIN,1201
CHEMBL5072,Ephrin type-B receptor 1,Homo sapiens,SINGLE PROTEIN,89
CHEMBL5073,CaM kinase I delta,Homo sapiens,SINGLE PROTEIN,399
CHEMBL5074,Human immunodeficiency virus type 2 pol protein,Human immunodeficiency virus 2,SINGLE PROTEIN,26
CHEMBL5076,Histamine H3 receptor,Cavia porcellus,SINGLE PROTEIN,561
CHEMBL5077,Butyrylcholinesterase,Equus caballus,SINGLE PROTEIN,413
CHEMBL5080,Endothelial lipase,Homo sapiens,SINGLE PROTEIN,47
CHEMBL5081,Interleukin-1 receptor-associated kinase 3,Homo sapiens,SINGLE PROTEIN,81
CHEMBL5082,Serine/threonine-protein kinase 24,Homo sapiens,SINGLE PROTEIN,79
CHEMBL5083,Poly [ADP-ribose] polymerase 3,Homo sapiens,SINGLE PROTEIN,7
CHEMBL5084,Casein kinase I isoform gamma-3,Homo sapiens,SINGLE PROTEIN,594
CHEMBL5086,"Thioredoxin reductase 2, mitochondrial",Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL5087,Fatty acid desaturase 2,Mus musculus,SINGLE PROTEIN,2
CHEMBL5088,Fatty acid desaturase 2,Rattus norvegicus,SINGLE PROTEIN,9
CHEMBL5089,Glutamine synthetase,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),SINGLE PROTEIN,1
CHEMBL5090,Lanosterol 14-alpha demethylase,Mycobacterium tuberculosis,SINGLE PROTEIN,16
CHEMBL5091,1-deoxy-D-xylulose-5-phosphate synthase,Mycobacterium tuberculosis,SINGLE PROTEIN,19
CHEMBL5092,Pantothenate kinase,Escherichia coli K-12,SINGLE PROTEIN,16
CHEMBL5093,Ribokinase,Escherichia coli K-12,SINGLE PROTEIN,3
CHEMBL5094,Beta-lactamase SHV-1,Klebsiella pneumoniae,SINGLE PROTEIN,16
CHEMBL5095,Wee1-like protein kinase 2,Homo sapiens,SINGLE PROTEIN,73
CHEMBL5096,Cell division protein ftsZ,Staphylococcus aureus,SINGLE PROTEIN,3
CHEMBL5098,Glutamate carboxypeptidase II,Rattus norvegicus,SINGLE PROTEIN,49
CHEMBL5099,Steroid 5-alpha-reductase 2,Rattus norvegicus,SINGLE PROTEIN,20
CHEMBL5100,Kynureninase,Homo sapiens,SINGLE PROTEIN,8
CHEMBL5101,Arylamine N-acetyltransferase 1,Homo sapiens,SINGLE PROTEIN,18
CHEMBL5102,Vanilloid receptor,Rattus norvegicus,SINGLE PROTEIN,1102
CHEMBL5103,Histone deacetylase 10,Homo sapiens,SINGLE PROTEIN,129
CHEMBL5105,Muscarinic acetylcholine receptor M3,Mus musculus,SINGLE PROTEIN,14
CHEMBL5106,Neurotensin receptor 2,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL5107,Voltage-gated N-type calcium channel alpha-1B subunit,Rattus norvegicus,SINGLE PROTEIN,24
CHEMBL5112,GABA receptor alpha-5 subunit,Homo sapiens,SINGLE PROTEIN,76
CHEMBL5113,Orexin receptor 1,Homo sapiens,SINGLE PROTEIN,714
CHEMBL5114,Quinolone resistance protein norA,Staphylococcus aureus,SINGLE PROTEIN,16
CHEMBL5116,Putative uncharacterized serine/threonine-protein kinase SgK110,Homo sapiens,SINGLE PROTEIN,73
CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,25
CHEMBL5119,Zinc finger protein GLI2,Homo sapiens,SINGLE PROTEIN,11
CHEMBL5120,Non-secretory ribonuclease,Homo sapiens,SINGLE PROTEIN,2
CHEMBL5121,Mitogen-activated protein kinase 6,Homo sapiens,SINGLE PROTEIN,80
CHEMBL5122,Discoidin domain-containing receptor 2,Homo sapiens,SINGLE PROTEIN,125
CHEMBL5124,Cdc2,Patiria pectinifera,SINGLE PROTEIN,2
CHEMBL5125,Acetyl-Coenzyme A carboxylase 2,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL5127,Poliovirus type 1 polyprotein,Human poliovirus 1 Mahoney,SINGLE PROTEIN,1
CHEMBL5129,Phosphodiesterase 3B,Bos taurus,SINGLE PROTEIN,60
CHEMBL5131,Trypanothione reductase,Trypanosoma cruzi,SINGLE PROTEIN,277
CHEMBL5132,Vanilloid receptor 1,Cavia porcellus,SINGLE PROTEIN,3
CHEMBL5133,ADAMTS1,Homo sapiens,SINGLE PROTEIN,11
CHEMBL5135,Voltage-gated potassium channel subunit Kv7.1,Cavia porcellus,SINGLE PROTEIN,47
CHEMBL5136,Platelet activating factor receptor,Cavia porcellus,SINGLE PROTEIN,979
CHEMBL5137,Metabotropic glutamate receptor 2,Homo sapiens,SINGLE PROTEIN,547
CHEMBL5141,Cytochrome P450 26A1,Homo sapiens,SINGLE PROTEIN,115
CHEMBL5144,Vasoactive intestinal polypeptide receptor 1,Homo sapiens,SINGLE PROTEIN,3
CHEMBL5145,Serine/threonine-protein kinase B-raf,Homo sapiens,SINGLE PROTEIN,747
CHEMBL5146,Breakpoint cluster region protein,Homo sapiens,SINGLE PROTEIN,10
CHEMBL5147,Ephrin type-B receptor 4,Homo sapiens,SINGLE PROTEIN,513
CHEMBL5149,Pyruvate kinase,Leishmania mexicana,SINGLE PROTEIN,3
CHEMBL5150,Luciferin 4-monooxygenase,Photuris pennsylvanica,SINGLE PROTEIN,36
CHEMBL5151,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha",Canis lupus familiaris,SINGLE PROTEIN,5
CHEMBL5152,Microsomal prostaglandin E synthase-1,Sus scrofa,SINGLE PROTEIN,1
CHEMBL5154,Trypanothione reductase,Trypanosoma brucei brucei (strain 927/4 GUTat10.1),SINGLE PROTEIN,19
CHEMBL5155,B1 bradykinin receptor,Macaca fascicularis,SINGLE PROTEIN,48
CHEMBL5156,Neutrophil elastase,Mus musculus,SINGLE PROTEIN,9
CHEMBL5157,Carbapenem-hydrolyzing beta-lactamase SME-3,Serratia marcescens,SINGLE PROTEIN,8
CHEMBL5158,Sodium channel protein type X alpha subunit,Mus musculus,SINGLE PROTEIN,81
CHEMBL5159,DNA polymerase iota,Mus musculus,SINGLE PROTEIN,7
CHEMBL5160,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus,SINGLE PROTEIN,175
CHEMBL5161,Niemann-Pick C1-like protein 1,Rattus norvegicus,SINGLE PROTEIN,37
CHEMBL5162,Neuropeptide S receptor,Homo sapiens,SINGLE PROTEIN,59
CHEMBL5163,Sodium channel protein type III alpha subunit,Homo sapiens,SINGLE PROTEIN,5
CHEMBL5166,Tyrosine-protein kinase V-ABL,Abelson murine leukemia virus,SINGLE PROTEIN,41
CHEMBL5167,Sodium channel protein type XI alpha subunit,Homo sapiens,SINGLE PROTEIN,1
CHEMBL5170,beta-actin,Xenopus laevis,SINGLE PROTEIN,4
CHEMBL5171,S-ribosylhomocysteine lyase,Bacillus subtilis (strain 168),SINGLE PROTEIN,14
CHEMBL5172,Endo-beta-N-acetylglucosaminidase,Homo sapiens,SINGLE PROTEIN,3
CHEMBL5173,Orotidine phosphate decarboxylase,Plasmodium falciparum,SINGLE PROTEIN,3
CHEMBL5174,Neuropilin-1,Homo sapiens,SINGLE PROTEIN,57
CHEMBL5176,C-C chemokine receptor type 3,Macaca mulatta,SINGLE PROTEIN,1
CHEMBL5181,Chitinase C1,Serratia marcescens,SINGLE PROTEIN,10
CHEMBL5183,P2X purinoceptor 7,Mus musculus,SINGLE PROTEIN,4
CHEMBL5185,Glutamate racemase,Helicobacter pylori J99,SINGLE PROTEIN,73
CHEMBL5187,Cathepsin B,Mus musculus,SINGLE PROTEIN,10
CHEMBL5188,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1",Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL5189,Sialidase,Clostridium perfringens,SINGLE PROTEIN,54
CHEMBL5192,Botulinum neurotoxin type A,Clostridium botulinum,SINGLE PROTEIN,186
CHEMBL5197,Serine/threonine-protein kinase SULU,Caenorhabditis elegans,SINGLE PROTEIN,1
CHEMBL5198,Mitogen-activated protein kinase 15,Homo sapiens,SINGLE PROTEIN,83
CHEMBL5199,Tyrosine-protein kinase TIE-2,Mus musculus,SINGLE PROTEIN,1
CHEMBL5200,C-X-C chemokine receptor type 3,Mus musculus,SINGLE PROTEIN,81
CHEMBL5201,Free fatty acid receptor 3,Homo sapiens,SINGLE PROTEIN,3
CHEMBL5202,Sodium channel protein type VIII alpha subunit,Homo sapiens,SINGLE PROTEIN,4
CHEMBL5203,dUTP pyrophosphatase,Homo sapiens,SINGLE PROTEIN,135
CHEMBL5205,GABA transporter 3,Mus musculus,SINGLE PROTEIN,34
CHEMBL5206,Lysozyme,Enterobacteria phage T4,SINGLE PROTEIN,8
CHEMBL5208,GABA transporter 3,Homo sapiens,SINGLE PROTEIN,13
CHEMBL5211,Arachidonate 5-lipoxygenase,Mus musculus,SINGLE PROTEIN,57
CHEMBL5212,Membrane-associated guanylate kinase-related 3,Homo sapiens,SINGLE PROTEIN,14
CHEMBL5213,Cell division control protein 28,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,6
CHEMBL5214,"Solute carrier family 2, facilitated glucose transporter member 1",Rattus norvegicus,SINGLE PROTEIN,4
CHEMBL5216,Uridine 5'-monophosphate synthase,Homo sapiens,SINGLE PROTEIN,7
CHEMBL5217,Alpha-galactosidase,Coffea arabica,SINGLE PROTEIN,18
CHEMBL5218,Glutamine synthetase,Glycine max,SINGLE PROTEIN,1
CHEMBL5219,IMI-1,Enterobacter cloacae,SINGLE PROTEIN,14
CHEMBL5220,"Farnesyltransferase, putative",Trypanosoma cruzi (strain CL Brener),SINGLE PROTEIN,1
CHEMBL5221,Nischarin,Rattus norvegicus,SINGLE PROTEIN,93
CHEMBL5223,"Farnesyltransferase, putative",Leishmania major,SINGLE PROTEIN,51
CHEMBL5224,Prenyltransferase homolog,Streptomyces coelicolor A3,SINGLE PROTEIN,8
CHEMBL5226,Urotensin II receptor,Felis catus,SINGLE PROTEIN,10
CHEMBL5227,Hydroxysteroid 11-beta dehydrogenase 1,Macaca mulatta,SINGLE PROTEIN,1
CHEMBL5228,"Pteridine reductase, putative",Trypanosoma brucei brucei (strain 927/4 GUTat10.1),SINGLE PROTEIN,8
CHEMBL5233,Mitogen-activated protein kinase 1,Rattus norvegicus,SINGLE PROTEIN,21
CHEMBL5244,UDP-3-O-acyl-GlcNAc deacetylase,Escherichia coli K-12,SINGLE PROTEIN,26
CHEMBL5246,Cytochrome P450 11A1,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL5247,Serine/threonine-protein kinase ILK-1,Homo sapiens,SINGLE PROTEIN,2
CHEMBL5250,Tyrosine-protein kinase JAK3,Mus musculus,SINGLE PROTEIN,2
CHEMBL5251,Tyrosine-protein kinase BTK,Homo sapiens,SINGLE PROTEIN,894
CHEMBL5255,Toll-like receptor 4,Homo sapiens,SINGLE PROTEIN,23
CHEMBL5256,CaM-kinase kinase alpha,Homo sapiens,SINGLE PROTEIN,82
CHEMBL5257,Serine/threonine-protein kinase NEK9,Homo sapiens,SINGLE PROTEIN,80
CHEMBL5258,CaM kinase I gamma,Homo sapiens,SINGLE PROTEIN,79
CHEMBL5260,Serine/threonine-protein kinase TNNI3K,Homo sapiens,SINGLE PROTEIN,79
CHEMBL5261,Serine/threonine-protein kinase TAO1,Homo sapiens,SINGLE PROTEIN,929
CHEMBL5262,Glucose-dependent insulinotropic receptor,Rattus norvegicus,SINGLE PROTEIN,41
CHEMBL5263,Glucose-dependent insulinotropic receptor,Mus musculus,SINGLE PROTEIN,128
CHEMBL5265,DNA topoisomerase 1,Chlorocebus aethiops,SINGLE PROTEIN,2
CHEMBL5267,ADM2,Homo sapiens,SINGLE PROTEIN,8
CHEMBL5269,Solute carrier family 22 member 20,Mus musculus,SINGLE PROTEIN,21
CHEMBL5270,Dihydrofolate reductase,Bacillus anthracis,SINGLE PROTEIN,31
CHEMBL5271,NH(3)-dependent NAD(+) synthetase,Bacillus anthracis,SINGLE PROTEIN,16
CHEMBL5272,Glycogen debranching enzyme,Homo sapiens,SINGLE PROTEIN,21
CHEMBL5273,Glycogen debranching enzyme,Oryctolagus cuniculus,SINGLE PROTEIN,7
CHEMBL5274,Tyrosine-protein kinase receptor Tie-1,Homo sapiens,SINGLE PROTEIN,79
